proper names,NEC+,Designation,HIP,Bayer ID,Simbad spelling,Constellation,Origin,Language,Reference,Date of Adoption,image,image_source,RA,DEC,mag
Tianyi,"4,867",HR 4863,62423,7 Dra,Tianyi,Dra,Chinese single star asterism: heavenly unity,Chinese,"Rufus+Tien (1945) on the Suzhou Map, Sun and Kistemaker (1997) evaluating Han sources, Sun Shuwei (2022) on the Su Song Map",2017/06/30,,,191.8930975,66.79030426,5.423
Xuange,"5,336",HR 5351,69732,λ Boo,Xuange,Boo,"single star asterism: a halberd, the celestial lance or north lance.",Chinese,"Rufus+Tien (1945) on the Suzhou Map, Sun and Kistemaker (1997) evaluating Han sources, Sun Shuwei (2022) on the Su Song Map",2017/06/30,,,214.09591,46.08830429,4.18
Zhang,"3,878",HR 3903,48356,υ1 Hya,Zhang,Hya,"determinitive star of lunar mansion Zhang (The Stomach [of the Red Fire Bird] or a Bow or Bird Catcher, an Extended Net, Spread or ""to open"") whose naming constellation constists of 6 stars according to sources back to the 3rd millennium BCE",Chinese,Lunar Mansion,2017/06/30,,,147.8694791,-14.84662871,4.11
Almaaz,"1,647",HR 1605,23416,ε Aur,Almaaz,Aur,"The Arabic term المعز (al-maʽaz) can refer to the plural ""goats"" but has also been interpreted as a He-Goat (contrasting Capella, the She-Goat). Allen (1899, 90) cites Hyde's 1665 translation of Ulugh Beg with this term for a group of stars (asterism or sub-constellation) in Auriga.",Arabic,"Allen (1899, 90)",2017/02/01,,,75.49222654,43.82331031,2.99
Alniyat,"6,103",HR 6084,80112,σ Sco,Alniyat,Sco,"Applied in recent times from the pre-Islamic Arabian name al-niyat, ""the Arteries"", for σ and τ Sco. α Sco, between the arteries, was the pre-Islamic Arabian qalb al'aqrab, ""the Scorpion's Heart"" (all were part of the pre-Islamic Arabian Scorpion).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2017/02/01,,,245.2971488,-25.59279208,2.89
Alrakis,"6,352",* mu. Dra,83608,μ Dra,Alrakis,Dra,"Applied in recent times from its pre-Islamic Arabian name al-raqis, ""the Trotting Camel.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2017/02/01,,,255.088923,54.4700278,4.91
Alterf,"3,757",HR 3773,46750,λ Leo,Alterf,Leo,"Applied in recent times from the pre-Islamic Arabian lunar mansion name al-tarf, ""the Glance,"" for κ Cnc and λ Leo, associated with the pre-Islamic Arabian asterism al-asad, as if being located on that lion's eyes.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2017/02/01,,,142.9301239,22.96798129,4.31
Barnard's Star,"10,098",GJ 699,87937,V2500 Oph,Barnard's Star,Oph,"Named after American astronomer E. E. Barnard who first measured the record high proper motion for this star in 1916, the name started appearing in the astronomical literature in the follow-up studies of the star and came into common use starting in the 1920s.",Contemporary,"E.C. Pickering 1916, Popular Astronomy, 24, 690 reported multiple news items with title ""Parallax of Barnard's Star with Large Proper Motion"" summarizing letters from Frank Schlesinger, Director of Allegheny Observatory, and Prof. Henry Norris Russell, Princeton University, summarizing preliminary parallax estimates for the star.",2017/02/01,,,269.454023,4.668288,9.54
Cujam,"6,129",HR 6117,80463,ω Her,Cujam,Her,"From the Latin word caiam, ""club"" (in the accusative case, nominative case ""caia""), supposedly used in a classical poem alluding to the mythological figure Hercules, not the constellation. The word was applied as a star name in Early Modern times.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2017/02/01,,,246.3539778,14.03326724,4.58
Deneb Algedi,"8,304",HR 8322,107556,δ Cap,Deneb Algedi,Cap,"""Tail of the Goat"" in Arabic",Arabic,,2017/02/01,,,326.7601843,-16.12728709,2.83
Diadem,"4,979",* alf Com,64241,α Com,Diadem,Com,,Contemporary,--,2017/02/01,,,197.4970217,17.52945526,4.32
Giausar,"4,432",HR 4434,56211,λ Dra,Giausar,Dra,"From the Persian word jauzahr, a technical term designating the nodes of the moon's or any planet's orbit. Erroneously applied as a star name to λ Dra in recent times.",Persian,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2017/02/01,,,172.8509236,69.33107573,3.85
Kaffaljidhma,837,HR 804,12706,γ Cet,Kaffaljidhma,Cet,"Arabic الكف الجذماء, al-kaf al-jaðmāʾ ('the cut-short hand') is given as a star name in Allen (1899) with reference to an Arabic name for the asterism of Cetus's Head.",Arabic,"Allen (1899, 163)",2017/02/01,01/02/2017,,40.8248836,3.23581638,3.47
Marsic,"6,016",* kap Her,79043,κ Her,Marsic,Her,"Applied in medieval times from the Arabic word al-marfiq, ""the elbow,"" used in the Arabic Almagest in describing this star.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2017/02/01,,,242.0188568,17.04697753,4.994
Tejat,"2,292",HR 2286,30343,μ Gem,Tejat,Gem,"From the Arabic word tihyat, said to be the singular form of al-tahayi, an pre-Islamic Arabian name of unknown meaning and disputed identification. In some sources, the plural al-tahayi is assigned to η, μ, and v Gem. As originally applied in recent times, η was ""Tejat Prior,"" and μ was Tejat Posterior.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2017/02/01,,,95.74011193,22.51358275,2.87
Theemin,"1,495",HR 1464,21393,υ2 Eri,Theemin,Eri,"The formation of this name begins with one of the words used by Ptolemy to describe this star in the Almagest: καμπή, ""the bend [of the river]"". This was misread by the Arabs, who transliterated the word as bhmn. This, in turn, was transliterated as beemun in the Medieval Latin Almagest, which was corrupted to beemin, beemim, etc. Then in Early Modern times, the derivation of the form beemim was erroneously attributed to the Hebrew word te'omim, ""twins."" Subsequently this erroneous word, written as Theemim, then ""Theemin,"" was applied as a star name to any of the various dim stars running from u1 to h Eri.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2017/02/01,,,68.88765817,-30.56234204,3.82
Asellus Australis,"3,447",HR 3461,42911,δ Cnc,Asellus Australis,Cnc,"From their joint Roman name the Aselli (and also Asini), ""the Asses"" of ""Donkeys"", being a translation of these stars' Greek name. Reapplied in Early Modern times, along with the Latin distinctions of ""northern"" and ""southern"".",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/11/06,,,131.1712466,18.15430807,3.94
Asellus Borealis,"3,439",HR 3449,42806,γ Cnc,Asellus Borealis,Cnc,"From their joint Roman name the Aselli (and also Asini), ""the Asses"" of ""Donkeys"", being a translation of these stars' Greek name. Reapplied in Early Modern times, along with the Latin distinctions of ""northern"" and ""southern"".",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/11/06,,,130.8214464,21.4684988,4.652
Gienah,"4,669",HR 4662,59803,γ Crv,Gienah,Crv,"A name transferred from γ Crv in recent times, where the Arabic word janab means ""wing"" (in the Almagest, both ε Cyg and γ Crv lie on the wings of their respective constellations)",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/11/06,,,183.951545,-17.54193046,2.58
Rigil Kentaurus,"5,460",HR 5459,71683,α Cen,Rigil Kentaurus,Cen,"Applied in recent times from its name for the Arabic Almagest period rijl qanturis, ""the Centaur's Foot"". Today the name is occasionally seen abbreviated as ""Rigil Kent.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/11/06,,,219.9020583,-60.83397,-0.1
Yed Prior,"6,059",HR 6056,79593,δ Oph,Yed Prior,Oph,"Originally from the Arabic word al-yad, ""the hand,"" used in the Arabic Almagest in describing these stars. yed was applied as a star name to δ Oph in medieval times. Then in recent times, this application was extended to include both δ and ε, with the addition of the Latin distinctions for ""foremost"" and ""hindmost,"" respectively.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/11/06,,,243.5864126,-3.694325785,2.75
Arkab Posterior,"7,363",HR 7343,95294,β2 Sgr,Arkab Posterior,Sgr,"Applied in recent times from an abbreviation of its name for the Arabic Almagest period 'urqub al-rami, ""the Archer's Achilles Tendon.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/10/05,,,290.8047399,-44.7997788,4.27
Arkab Prior,"7,358",HR 7337,95241,β1 Sgr,Arkab Prior,Sgr,"Applied in recent times from an abbreviation of its name for the Arabic Almagest period 'urqub al-rami, ""the Archer's Achilles Tendon.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/10/05,,,290.65958,-44.45895838,4.01
Yed Posterior,"6,087",HR 6075,79882,ε Oph,Yed Posterior,Oph,"Originally from the Arabic word al-yad, ""the hand,"" used in the Arabic Almagest in describing these stars. yed was applied as a star name to δ Oph in medieval times. Then in recent times, this application was extended to include both δ and ε, with the addition of the Latin distinctions for ""foremost"" and ""hindmost,"" respectively.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/10/05,,,244.5803759,-4.692513153,3.23
Albali,"7,948",HR 7950,102618,ε Aqr,Albali,Aqr,"From the Arabic word bali(, ""swallower"", used in an Arabic discussion pertaining to the Arabic lunar mansion name sa(d bula( (given for ε, μ and ν Aqr; of unknown meaning). In recent times the Arabic article al- was added to bali( and the word was applied as a star name.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,311.9189566,-9.495776927,3.77
Alchiba,"4,629",HR 4623,59199,α Crv,Alchiba,Crv,"From the pre-Islamic Arabian asterism name al-khibāʾ, “the Tent,” for β, γ, δ and ε Crv. Wrongly applied as a star name to α Crv in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,182.1034053,-24.7288756,4.01
Alkes,"4,274",HR 4287,53740,α Crt,Alkes,Crt,"Applied with various spellings since medieval times, from the Arabic constellation name al-ka's, ""the (Wine) Cup,"" for Crater.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,164.9436048,-18.29878622,4.07
Ancha,"8,479",HR 8499,110003,θ Aqr,Ancha,Aqr,"A Latin word meaning ""hip"", used in the Medieval Latin Almagest in describing σ and ι/38 Aqr in the right and left hips, respectively (following an error, for Ptolemy had these stars in ""the buttocks""). The word was applied as a star name to θ Aqr (correctly in Ptolemy's ""right socket of the hip"") in recent times.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,334.2084862,-7.783288743,4.16
Ascella,"7,227",HR 7194,93506,ζ Sgr,Ascella,Sgr,"ascella (""armpit""). Although it appeared in the 1515 Almagest, the name does not appear to have come into common usage until the 20th century after appearing as Ascella in Richard Hinckley Allen's ""Star Names Their Lore and Meaning"" (1899).",Latin,"Ptolemaeus. (1515). Almagestū Cl[audii] Ptolemei Pheludiensis Alexandrini Astronomo[rum] principis : opus ingens ac nobile omnes celorū motus continens ... Liechtenstein, Petrus. p.84.",2016/09/12,,,285.6530427,-29.8800633,2.59
Atik,"1,173",HR 1131,17448,ο Per,Atik,Per,"Applied in recent times (also to ζ Per), from an abbreviation of the pre-Islamic Arabian name 'atiq al-thurayya, ""the Collarbone of the Pleiades,"" for ο and ζ Per, after their location in the pre-Islamic Arabian asterism here",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,56.07972404,32.28824649,3.91
Azelfafage,"8,266",HR 8301,107136,π1 Cyg,Azelfafage,Cyg,"From the Arabic constellation name al-sulahfat, ""the Tortoise,"" for Lyra ( corresponding to the Greek image of a tortoise shell for the Lyre's soundboard). Transliterated as Azelfage, a Medieval Latin translator erroneously attributed this constellation name to Cygnus. Then in Early Modern times, the corruption ""Azelfafage"" was applied as a star name to π1 Cyg.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,325.5235861,51.18962768,4.66
Azha,907,HR 874,13701,η Eri,Azha,Eri,"Applied in recent times from an abbreviation of the pre-Islamic Arabian asterism name udhi al-na'am, ""the Ostrich's Nest,"" for ζ, ρ2,3, η  and τ1 Eri, and ε and π Cet.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,44.10687185,-8.898143472,3.87
Baten Kaitos,573,HR 539,8645,ζ Cet,Baten Kaitos,Cet,"Applied in recent times from its name for the Arabic Almagest period batn qaitus, ""the Sea Monster's Belly.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,27.86513062,-10.33503107,3.72
Beid,"1,329",HR 1298,19587,ο1 Eri,Beid,Eri,"Applied in recent times from the pre-Islamic Arabian name al-baid, ""the Eggs"" for unspecified dim stars around the pre-Islamic Arabian ostrich's nest.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,62.9664127,-6.837579624,4.026
Botein,995,HR 951,14838,δ Ari,Botein,Ari,"Applied in recent times from the pre-Islamic Arabian lunar mansion name al-butain, ""the Little Belly"", for δ, ϵ and ρ Ari.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,47.9073607,19.72667311,4.37
Grumium,"6,713",HR 6688,87585,ξ Dra,Grumium,Dra,"A Late Latin word (its correct spelling should be grunnum) meaning ""snout"" or ""muzzle (especially of a pig)"", used in the Medieval Latin Almagest in describing this star. The word was applied as a star name in recent times.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,268.3822064,56.87264193,3.75
Keid,"1,352",HR 1325,19849,ο2 Eri,Keid,Eri,"Applied in recent times from the pre-Islamic Arabian name al-qaid, ""the Egg Shells,"" for unspecified stars around the pre-Islamic Arabian ostrich's nest.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,63.81799841,-7.652869661,4.43
Kurhah,"8,385",HR 8417,108917,ξ Cep,Kurhah,Cep,"Applied in recent times from one vocalization of its pre-Islamic Arabian name: al-qurha, ""the White Spot on the Forehead of a Horse."" However, the original Arabic script for the name can be read and vocalized in other ways with various meanings.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,330.9425715,64.62797577,4.29
Maasym,"6,558",HR 6526,85693,λ Her,Maasym,Her,"From the Arabic word al-mi'sam, ""the wrist,"" used in the Arabic Almagest in describing o Her. Wrongly transferred to λ Her in Early Modern times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,262.6846243,26.11064561,4.41
Marfik,"6,160",HR 6149,80883,λ Oph,Marfik,Oph,"Applied since medieval times from the Arabic word al-marfiq, ""the elbow,"" used in the Arabic Almagest in describing this star. While the medieval transliteration was marsic (with a confusion of f and the long-shaped s), Marfik is an improved spelling of recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,247.7284118,1.98392248,3.9
Mekbuda,"2,648",HR 2650,34088,ζ Gem,Mekbuda,Gem,"From an abbreviation of the pre-Islamic Arabian asterism name dhira' al-asad al-maqbuqa, ""the Lion's Folded Paw"". Arbitrarily applied as a star name to ζ Gem in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,106.0272135,20.57029847,3.79
Menkib,"1,274",HR 1228,18614,ξ Per,Menkib,Per,"Applied in recent times from an abbreviation of its pre-Islamic Arabian name mankib al-thurayya, ""the Shoulder of the Pleiades,"" for its location in the pre-Islamic Arabian asterism here.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,59.74126013,35.79103042,4.06
Merga,"5,518",HR 5533,72487,38 Boo,Merga,Boo,"A Latin word meaning ""reaping hook,"" used in a Early Modern discussion of the constellation Bootes. According to this discussion, some classical sources mentioned a reaping hook held in Bootes' hand opposite the staff. Subsequently the word was applied as a star name to hBoo.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,222.3277931,46.116204,5.757
Muphrid,"5,230",HR 5235,67927,η Boo,Muphrid,Boo,"The formation of this name begins with the ancient Arabic name for α Boo: al-simak al-ramih, ""the Lance-bearing simak"" (the meaning of simak is uncertain). It seems that later Arabic poets expanded upon this name by making mention of some separate ""lance"" (al-rumh) that accompanied the star α Boo. Subsequent Arabs attempted to identify this fictitious lance with actual stars, sometimes saying it was η Boo with nearby stars, sometimes saying it was ""η Boo alone"" (where ""alone"", in arabic, is written mufradan). From these discussions came, with a slight copying mistake in the Arabic, the erroneous Arabic name mufrad al-ramih, roughly translating as ""the Isolated Single One of the Lance-Bearer"". With a wrong vocalization and with abbreviation, this erroneous name, as ""Muphrid"", was applied in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,208.6711622,18.39772072,2.68
Nusakan,"5,751",HR 5747,75695,β CrB,Nusakan,CrB,"Applied in recent times from the collective pre-Islamic Arabian name al-nasaqan, ""the Two Lines [of stars]"" for two asterisms in today's Hercules, Serpens, Ophiuchus, and Lyra. al-nasaqan originally marked the boundaries of the pre-Islamic Arabian 'al-rauda, ""the Pasture"". These boundaries were ""the Northern Line"" al-nasaq al-sha'ami, and ""the Southern Line"" al-nasaq al-yamani.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,231.9573086,29.10569296,3.68
Rasalas,"3,885",HR 3905,48455,μ Leo,Rasalas,Leo,"Applied in recent times from an abbreviation of its name for the Arabic Almagest period ra's alasad (al-shamali), ""(the Northern [Part] of) the Lion's Head."" As originally applied, μ Leo was ""Rasalasad Borealis""  abbreviated in the first Western astronomical source as ""Rasalas. Bor.,"" for lack of space in the line), and ε Leo was ""Rasalasad Australis"" (after the Arabic).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,148.1909042,26.00695119,3.88
Rotanev,"7,869",HR 7882,101769,β Del,Rotanev,Del,"Nicolaus Venator, responsible for 1814 star catalogue)",Latin,"Palermo Star Catalogue (1814), p.147",2016/09/12,,,309.3872554,14.59508875,3.63
Sarin,"6,437",HR 6410,84379,δ Her,Sarin,Her,"Name of unknown etymology from the ""Atlas Coeli Skalnaté Pleso"" of Czech astronomer Antonín Bečvář (1901-1965). It is probably a part of the body. The word probably is not of Semit's origin,",unknown,"Bečvář, A. (1948) Atlas coeli Skalnaté Pleso. Praha: Přírodověcké Vydavatelství",2016/09/12,,,258.7579607,24.83920697,3.13
Sham,"7,477",HR 7479,96757,α Sge,Sham,Sge,"Applied in recent times from the Arabic constellation name al-sahm, ""the Arrow,"" for Sagitta.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,295.0241305,18.01389073,4.38
Situla,"8,593",HR 8610,111710,κ Aqr,Situla,Aqr,"A Latin word meaning ""pot"" or ""bucket"", used in Early Modern philological studies as the translation of the Arabic constellation name al-dalw, for Aquarius. Subsequently the word was applied as a star name to k Aqr. The Arabs located al-dalw (""the Well Bucket"") in today's Square of Pegasus. In that location it corresponded to what in other cultures was Aquarius among the zodiacal signs. The Arabs subsequently used the indigenous name al-dalw for the Greek Water Pourer (Aquarius).",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,339.4390856,-4.228054801,5.03
Sualocin,"7,889",HR 7906,101958,α Del,Sualocin,Del,"reversed Latin  Nicolaus Venator, responsible for 1814 star catalogue)",Latin,"Palermo Star Catalogue (1814), p.147",2016/09/12,,,309.9094985,15.91216001,3.8
Subra,"3,823",HR 3852,47508,ο Leo,Subra,Leo,"From the pre-Islamic Arabian lunar mansion name al-zubra, ""the Mane, or Shoulder,"" for δ and θ Leo, associated with the pre-Islamic Arabian asterism al-asad (see ε Gem; al-zubra was an alternative name for al-kharatan given under θ Leo). ""Subra"" was wrongly applied as a star name too Leo in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,145.2876341,9.892307896,3.52
Syrma,"5,332",HR 5338,69701,ι Vir,Syrma,Vir,"From the Greek word σύρμα, ""train of a dress"", used by Ptolemy in the Almagest in describing this star. The word was applied as a star name in recent times.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,214.0036178,-6.000547079,4.08
Tegmine,"3,110",HR 3208,40167,ζ Cnc,Tegmine,Cnc,"A Latin word in the ablative case meaning ""covering"" or ""shell"" (nominative case would be ""tegmen""), used in a Early Modern discussion of the constellation Cancer. The word was subsequently applied as a star name to ζ Cnc.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,120.203536,17.6477778,4.67
Tureis,"3,159",HR 3185,39757,ρ Pup,Tureis,Pup,"From the Arabic word al-turais, ""the Little Shield,"" used in the Arabic Almagest in describing several stars (ρ Pup not among them) in the constellation Argo. Wrongly applied as a star name to ρ Pup in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,121.8860368,-24.30432443,2.81
Zaniah,"4,693",HR 4689,60129,η Vir,Zaniah,Vir,"From an abbreviation of the pre-Islamic Arabian name zawiyat al-'awwa', ""the Angle of al-'awwa',"" for γ Vir. Wrongly transferred to η Vir in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,184.9764267,-0.6667961981,3.9
Zibal,"1,017",HR 984,15197,ζ Eri,Zibal,Eri,"Applied in recent times from a misreading of the pre-Islamic Arabian name al-ri'al, ""the Young of the Ostriches,"" for the numerous dim stars running between α Eri and α PsA (or, according to another tradition, those within the triangle formed by α Phe/α PsA/β Cet).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/09/12,,,48.95844036,-8.819732384,4.8
Acrab,"5,996",* bet Sco,78820,β1 Sco,Acrab,Sco,"Arabic name al-'Aqrab for the constellation Scorpius (""the scorpion"") (e.g. Al Sufi). Application of the transliteration ""Acrab"" specifically to the pair Beta1 and Beta2 Sco was made by Piazzi (1814) in the Palermo Catalog, and its use spread through the 19th century.",Arabic,"Kunitzsch, P. (1959) Arabische Sternnamen in Europa. Wiesbaden: Harrassowitz. No. 3; 88; 108",2016/08/21,,,241.35929,-19.80539,2.5
Adhara,"2,605",HR 2618,33579,ε CMa,Adhara,CMa,"Applied in recent times from the Arabic asterism name al-'adhara, ""the Virgins"", for ε, δ, η and ο2 CMa. The significance of the name is unknown.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,104.6564532,-28.97208616,1.5
